uniprot_id	ncbi_gene	gene_name	gene_description	gene_aliases	pmid	year	in_title	fraction_mentions	total_genes	journal	full_text	title
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39242388	2024	False	1.0	1	Results Probl Cell Differ	False	Tunneling Nanotubes in Myeloid Cells: Perspectives for Health and Infectious Diseases.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33367488	2021	False	1.0	1	Biochem Soc Trans	False	RNA transfer through tunneling nanotubes.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	31375993	2020	False	1.0	1	J Thromb Thrombolysis	False	Right ventricular dysfunction is superior and sufficient for risk stratification by a pulmonary embolism response team.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	37944914	2023	False	1.0	1	Perfusion	False	Del Nido cardioplegia in adult cardiac surgery: Clinical outcomes in a single center all-comer study.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	37723793	2023	False	1.0	1	Phys Rev E	False	Transport theory up to second-order scattering for reaction-diffusion-phonon systems with applications to active transport in catalysis, explosions, and biological membranes.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	38403036	2024	False	1.0	1	Brain Res	False	Hypothermia promotes tunneling nanotube formation and the transfer of astrocytic mitochondria into oxygen-glucose deprivation/reoxygenation-injured neurons.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39482568	2024	False	1.0	1	ESC Heart Fail	False	Long-term cardiovascular outcomes of immune checkpoint inhibitor-related myocarditis: A large single-centre analysis.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	36852069	2023	False	0.9833	2	Heliyon	True	Study on the mesh size determination method of blast wave numerical simulation with strong applicability
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	36321151	2022	False	0.9412	2	Nanoscale Adv	True	Revealing the structure and organization of intercellular tunneling nanotubes (TNTs) by STORM imaging 
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39005768	2024	False	0.931	2	ACS Omega	True	Zinc-Modified Titanate Nanotubes as Radiosensitizers for Glioblastoma: Enhancing Radiotherapy Efficacy and Monte Carlo Simulations
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	34340308	2021	False	0.8614	3	ACS Appl Mater Interfaces	True	TiO2 Nanotubes Alginate Hydrogel Scaffold for Rapid Sensing of Sweat Biomarkers: Lactate and Glucose
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39034648	2024	False	0.8537	4	Biochem Soc Trans	True	Do tunneling nanotubes drive chemoresistance in solid tumors and other malignancies?
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	34576908	2021	False	0.8333	2	Molecules	True	Chelate Coordination Compounds as a New Class of High-Energy Materials: The Case of Nitro-Bis(Acetylacetonato) Complexes
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	34227757	2021	False	0.7895	2	Se Pu	True	                    
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	37598371	2023	False	0.6906	2	Adm Policy Ment Health	True	Antidepressant Prescription Behavior Among Primary Care Clinician Providers After an Interprofessional Primary Care Psychiatric Training Program
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33537286	2021	False	0.6784	2	Front Chem	True	Challenges and Strategies of Chemical Analysis of Drugs of Abuse and Explosives by Mass Spectrometry
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39719049	2024	False	0.5758	2	ACS Sens	True	Microplasma Controlled Nanogold Sensor for SERS of Aliphatic and Aromatic Explosives with PCA-KNN Recognition
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33406518	2021	False	0.5	2	Gerontology	False	The Clinical Characteristics and Risk Factors of Severe COVID-19.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	34084661	2021	False	0.5	2	Am J Cardiovasc Dis	False	Cardiac involvement in critically ill and mechanically ventilated patients with COVID-19 - a prospective, observational echocardiographic study.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	32235354	2020	False	0.5	3	Materials (Basel)	True	In Vitro Studies on Nanoporous, Nanotubular and Nanosponge-Like Titania Coatings, with the Use of Adipose-Derived Stem Cells
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39541800	2024	False	0.4444	2	Forensic Sci Int	False	Detection of organic explosive residues from outdoor detonations using confocal Raman microscopy.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	32454999	2020	False	0.4286	3	Cardiol Res Pract	True	Sex Differences in the Outcomes of Elderly Patients with Acute Coronary Syndrome
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	35353579	2022	False	0.4098	8	Sci Adv	True	Formation of cellular close-ended tunneling nanotubes through mechanical deformation
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33262553	2021	False	0.4	5	Rev Esp Cardiol	True	Marcadores de dano miocardico en la prediccion del pronostico a corto plazo de los pacientes con COVID-19
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	39487197	2024	False	0.3733	5	Sci Rep	True	Effect of explosives charges types on the jet characteristics, penetration performance and fragmentation patterns of shaped charges
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	34575851	2021	False	0.371	10	Int J Mol Sci	True	Centrosome, the Newly Identified Passenger through Tunneling Nanotubes, Increases Binucleation and Proliferation Marker in Receiving Cells
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33765184	2021	False	0.3548	5	Strahlenther Onkol	True	Kurzzeitstrahlentherapie mit 5 x 5 Gy gefolgt von praoperativer Chemotherapie und Resektion bei Patienten mit lokal fortgeschrittenen Rektumkarzinomen fuhrt zu einer Verbesserung des krankheitsfreien Uberlebens
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	37197909	2023	False	0.3333	2	Eur Heart J Qual Care Clin Outcomes	False	Occlusion of the infarct-related coronary artery presenting as acute coronary syndrome with and without ST-elevation: impact of inflammation and outcomes in a real-world prospective cohort.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	38639769	2024	False	0.3333	3	J Mol Model	False	Study of the relationship between pressure and sensitivity of energetic materials based on first-principles calculation.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33165497	2021	False	0.3333	3	Cardiovasc J Afr	False	Cardiovascular view of intermediate and high-risk COVID-19 patients: single-centre experience with low mortality and intensive care hospitalisation rates.
Q7Z2V1	162083	C16orf82	chromosome 16 open reading frame 82	TNT	33722931	2021	False	0.3182	2	J Am Soc Nephrol	False	Protective Role of the M-Sec-Tunneling Nanotube System in Podocytes.
Q5FWF7	554251	FBXO48	F-box protein 48		23485738	2013	False	0.5	2	Neurosci Lett	False	Genetic analysis of the FBXO48 gene in Chinese Han patients with Parkinson disease.
Q9BQM9	128864	C20orf144	chromosome 20 open reading frame 144	dJ63M2.6	38315577	2024	False	1.0	1	Adv Mater	False	In Situ Mitochondrial Biomineralization for Drug-Free Cancer Therapy.
Q6TFL3	203238	CCDC171	coiled-coil domain containing 171	C9orf93, bA536D16.1, bA778P13.1	38565336	2024	False	0.3333	3	J Affect Disord	False	Investigating the shared genetic architecture between attention-deficit/hyperactivity disorder and risk taking behavior: A large-scale genomewide cross-trait analysis.
Q6TFL3	203238	CCDC171	coiled-coil domain containing 171	C9orf93, bA536D16.1, bA778P13.1	27121252	2016	False	0.3333	3	Int J Obes (Lond)	False	Established BMI-associated genetic variants and their prospective associations with BMI and other cardiometabolic traits: the GLACIER Study.
Q5JWF8	170487	ACTL10	actin like 10	C20orf134, dJ63M2.2	32742462	2020	True	0.5493	23	J Cancer	True	Prognostic role of ACTL10 in Cytogenetic Normal Acute Myeloid Leukemia
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	36274134	2022	True	0.5148	11	J Orthop Surg Res	True	LncRNA PCED1B-AS1 knockdown inhibits osteosarcoma via methylation-mediated miR-10a downregulation
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	35997114	2022	True	0.44	3	Crit Rev Eukaryot Gene Expr	False	LncRNA PCED1B-AS1 Upregulation in Hepatocellular Carcinoma and Regulation of the miR-10a/BCL6 Axis to Promote Cell Proliferation.
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	31680313	2020	True	0.375	2	J Cell Biochem	False	LncRNA PCED1B-AS1 activates the proliferation and restricts the apoptosis of glioma through cooperating with miR-194-5p/PCED1B axis.
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	36418980	2022	True	0.3681	13	BMC Ophthalmol	True	Upregulation of PCED1B-AS1 in proliferative diabetic retinopathy and its involvement in retinal vascular endothelial cell proliferation
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	35176937	2022	True	0.3422	18	Bioengineered	True	Long non-coding RNA PCED1B-AS1 promotes the proliferation of colorectal adenocarcinoma through regulating the miR-633/HOXA9 axis
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	36180904	2022	False	0.3137	21	J Transl Med	True	Immune-related 3-lncRNA signature with prognostic connotation in a multi-cancer setting
Q96HM7	91523	PCED1B {ECO:0000312|HGNC:HGNC:28255}	PC-esterase domain containing 1B	FAM113B	37709797	2023	False	0.3	3	Sci Rep	True	Genetic risk assessment based on association and prediction studies
Q5I0X7	130502	TTC32	tetratricopeptide repeat domain 32		33009702	2021	True	0.5517	2	J Clin Lab Anal	True	Association study of genetic variants at TTC32-WDR35 gene cluster with coronary artery disease in Chinese Han population
Q8NE31	220965	FAM13C	family with sequence similarity 13 member C	FAM13C1	28415558	2017	True	0.3571	37	Oncotarget	True	Family with sequence similarity 13C (FAM13C) overexpression is an independent prognostic marker in prostate cancer
Q9ULK2	222255	ATXN7L1	ataxin 7 like 1	ATXN7L4	30339198	2018	True	0.5	2	Ann Oncol	False	Identification of a novel crizotinib-sensitive MET-ATXN7L1 gene fusion variant in lung adenocarcinoma by next generation sequencing.
Q496A3	221409	SPATS1	spermatogenesis associated serine rich 1	DDIP, SPATA8, SRSP1	36768060	2023	False	0.6709	3	Int J Environ Res Public Health	True	Clinical Decision Support Systems to Predict Drug-Drug Interaction Using Multilabel Long Short-Term Memory with an Autoencoder
Q496A3	221409	SPATS1	spermatogenesis associated serine rich 1	DDIP, SPATA8, SRSP1	35817846	2022	False	0.4839	16	NPJ Digit Med	True	Machine learning-based quantitative prediction of drug exposure in drug-drug interactions using drug label information
Q496A3	221409	SPATS1	spermatogenesis associated serine rich 1	DDIP, SPATA8, SRSP1	31618917	2019	False	0.4242	10	Int J Mol Sci	True	Genome-Wide Adductomics Analysis Reveals Heterogeneity in the Induction and Loss of Cyclobutane Thymine Dimers across Both the Nuclear and Mitochondrial Genomes
Q4G0S7	100129792	CCDC152	coiled-coil domain containing 152	CH5400	34142161	2021	False	0.3052	24	Nucleic Acids Res	True	Identification of a novel endogenous long non-coding RNA that inhibits selenoprotein P translation
Q5VUJ6	57631	LRCH2	leucine rich repeats and calponin homology domain containing 2	dA204F4.4	35351988	2022	False	0.5	2	Eur J Hum Genet	False	Novel genes bearing mutations in rare cases of early-onset ataxia with cerebellar hypoplasia.
A6QL64	375248	ANKRD36	ankyrin repeat domain 36	UNQ2430	34615377	2021	True	1.0	1	Circ Res	False	ANKRD36 Is Involved in Hypertension by Altering Expression of ENaC Genes.
A6QL64	375248	ANKRD36	ankyrin repeat domain 36	UNQ2430	38465242	2022	True	0.6923	4	J Popul Ther Clin Pharmacol	False	CLINICAL VALIDATION OF ANKRD36 MUTATIONS AS A NOVEL BIOMARKER FOR MONITORING EARLY PROGRESSION AND TIMELY CLINICAL INTERVENTIONS IN BLAST CRISIS CML.
A6QL64	375248	ANKRD36	ankyrin repeat domain 36	UNQ2430	34827175	2021	True	0.3882	13	Biology (Basel)	True	Integrated Genomic Analysis Identifies ANKRD36 Gene as a Novel and Common Biomarker of Disease Progression in Chronic Myeloid Leukemia
A6QL64	375248	ANKRD36	ankyrin repeat domain 36	UNQ2430	36239371	2022	False	1.0	1	Biofactors	False	Retraction.
A6QL64	375248	ANKRD36	ankyrin repeat domain 36	UNQ2430	36860636	2023	False	0.3495	21	J Transl Int Med	True	A Comprehensive Weighted Gene Co-expression Network Analysis Uncovers Potential Targets in Diabetic Kidney Disease
Q5M9N0	339965	CCDC158	coiled-coil domain containing 158		39319391	2024	True	0.8889	2	J Cell Physiol	False	CCDC158: A novel regulator in renal proximal tubular endocytosis unveiled through exome sequencing and interactome analysis.
Q5M9N0	339965	CCDC158	coiled-coil domain containing 158		25438073	2015	False	0.5	2	Clin Biochem	False	Proteomic profiling of antigens in circulating immune complexes associated with each of seven autoimmune diseases.
Q5MJ10	494119	SPANXN2	SPANX family member N2	CT11.7, SPANX-N2	32612888	2020	True	0.5714	12	PeerJ	True	SPANXN2 functions a cell migration inhibitor in testicular germ cell tumor cells
Q5MJ08	441525	SPANXN4	SPANX family member N4	CT11.9	37520825	2023	False	0.3279	47	Front Physiol	True	Auto-immunoproteomics analysis of COVID-19 ICU patients revealed increased levels of autoantibodies related to the male reproductive system
A6NJG2	347454	SOWAHD	sosondowah ankyrin repeat domain family member D	ANKRD58	38105032	2023	True	1.0	1	Biochemistry (Mosc)	False	Proteomic Approach to Investigating Expression, Localization, and Functions of the SOWAHD Gene Protein Product during Granulocytic Differentiation.
Q53SZ7	339779	PRR30	proline rich 30	C2orf53	38667850	2024	True	1.0	1	Entropy (Basel)	False	pRR30, pRR3.25% and Asymmetrical Entropy Descriptors in Atrial Fibrillation Detection.
Q96NL0	154661	RUNDC3B	RUN domain containing 3B	RPIB9, RPIP9	26011749	2017	True	0.5177	20	Hematol Oncol	True	The expression of RUNDC3B is associated with promoter methylation in lymphoid malignancies
Q96NL0	154661	RUNDC3B	RUN domain containing 3B	RPIB9, RPIP9	31127640	2019	True	0.3333	3	Hepatology	False	A Heterozygous ABCB4, RUNDC3B, and ABCB1 Deletion Associated With Severe Cholestatic Liver Disease in Adulthood.
Q96NL0	154661	RUNDC3B	RUN domain containing 3B	RPIB9, RPIP9	36733207	2023	False	1.0	1	Curr Cancer Drug Targets	False	Role of miRNA-99a-5p in modulating the functionof hepatocellular carcinoma cells: Bioinformatics Analysis and In Vitro assay.
Q96NL0	154661	RUNDC3B	RUN domain containing 3B	RPIB9, RPIP9	20846371	2010	False	0.3	4	BMC Res Notes	True	Assessing the efficiency and significance of Methylated DNA Immunoprecipitation (MeDIP) assays in using in vitro methylated genomic DNA
Q5JRK9	389860	PAGE2B	PAGE family member 2B	CT16.5, GAGEE3, PAGE-2B	28742074	2017	False	0.6579	7	Transl Psychiatry	True	Untargeted screening for novel autoantibodies with prognostic value in first-episode psychosis
O95626	23519	ANP32D	acidic nuclear phosphoprotein 32 family member D	PP32R2	25225945	2014	True	0.4444	2	High Alt Med Biol	False	Genetic variation in SENP1 and ANP32D as predictors of chronic mountain sickness.
O95626	23519	ANP32D	acidic nuclear phosphoprotein 32 family member D	PP32R2	23954164	2013	False	0.5	2	Am J Hum Genet	False	Whole-genome sequencing uncovers the genetic basis of chronic mountain sickness in Andean highlanders.
Q6ICC9	84247	RTL6 {ECO:0000312|HGNC:HGNC:13343}	retrotransposon Gag like 6	LDOC1L, Mar6, Mart6, SIRH3, dJ1033E15.2	27125022	2015	False	0.3333	3	Bioorg Khim	False	[Protein Identification of Blood Nucleoprotein Complexes].
Q8NFR7	130940	CCDC148	coiled-coil domain containing 148		38359166	2024	True	0.4545	3	Pharmacogenet Genomics	False	Attempted replication of pharmacogenetic association of variants in PPP1R14C and CCDC148 with aromatase inhibitor-induced musculoskeletal symptoms.
Q9NPI7	51315	KRCC1	lysine rich coiled-coil 1	CHBP2	31908025	2020	True	0.6	5	FASEB J	False	KRCC1: A potential therapeutic target in ovarian cancer.
Q9NPI7	51315	KRCC1	lysine rich coiled-coil 1	CHBP2	36243983	2022	True	0.4093	30	Nucleic Acids Res	True	KRCC1, a modulator of the DNA damage response
A6NMA1	100329135	TRPC5OS	TRPC5 opposite strand	TRPC5-AS1	35584604	2022	True	0.4636	34	Transl Oncol	True	TRPC5OS induces tumorigenesis by increasing ENO1-mediated glucose uptake in breast cancer
A6NMA1	100329135	TRPC5OS	TRPC5 opposite strand	TRPC5-AS1	35765270	2022	False	0.3586	39	Oncol Lett	True	Comparative analysis of transient receptor potential channel 5 opposite strand-induced gene expression patterns and protein-protein interactions in triple-negative breast cancer
Q5JUK9	139793	PAGE3	PAGE family member 3	CT16.6, GAGED1, PAGE-3	20360858	2010	True	0.4745	13	PLoS One	True	Actin Re-Organization Induced by Chlamydia trachomatis Serovar D - Evidence for a Critical Role of the Effector Protein CT166 Targeting Rac
Q5JUK9	139793	PAGE3	PAGE family member 3	CT16.6, GAGED1, PAGE-3	25690695	2015	False	0.5109	13	Toxins (Basel)	True	DXD Motif-Dependent and -Independent Effects of the Chlamydia trachomatis Cytotoxin CT166
Q5JUK9	139793	PAGE3	PAGE family member 3	CT16.6, GAGED1, PAGE-3	33909680	2021	False	0.5	3	PLoS One	True	The familial risk of infection-related hospitalization in children: A population-based sibling study
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	30298359	2019	True	1.0	1	Genes Genomics	False	Functional evaluation of alternative splicing in the FAM190A gene.
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	21378412	2011	True	0.6207	8	Oncotarget	True	FAM190A Rearrangements Provide a Multitude of Individualized Tumor Signatures and Neo-antigens in Cancer
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	34187875	2021	True	0.6105	19	Life Sci Alliance	True	Deletion of a pseudogene within a fragile site triggers the oncogenic expression of the mitotic CCSER1 gene
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	23665203	2013	False	0.6875	6	Am J Pathol	False	FAM190A deficiency creates a cell division defect.
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	20607790	2010	False	0.6667	2	Am J Med Genet B Neuropsychiatr Genet	False	Analysis of GWAS top hits in ADHD suggests association to two polymorphisms located in genes expressed in the cerebellum.
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	35229935	2022	False	0.5	2	Addict Biol	False	Contingent stimulus delivery assay for zebrafish reveals a role for CCSER1 in alcohol preference.
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	38814547	2024	False	0.4375	3	J Appl Genet	False	Discovery of core genes and intercellular communication role in osteosarcoma.
Q9C0I3	401145	CCSER1	coiled-coil serine rich protein 1	FAM190A	33414249	2021	False	0.3333	3	Diabetes	False	Novel Linkage Peaks Discovered for Diabetic Nephropathy in Individuals With Type 1 Diabetes.
Q17RM4	84865	CCDC142	coiled-coil domain containing 142		21790010	2011	False	0.4	3	Mol Biol (Mosk)	False	[Novel bidirectional promoter from human genome].
Q5HY64	442444	FAM47C	family with sequence similarity 47 member C		30922974	2019	True	1.0	1	Urology	False	Whole Exome Sequencing Identifies a Rare Nonsense Mutation in FAM47C as a Possible Cause of Severe Oligospermia in Brothers With Varicocele.
B5MCY1	100129278	TDRD15	tudor domain containing 15		33394542	2021	False	1.0	1	Exp Dermatol	False	Proteomic analysis from skin swabs reveals a new set of proteins identifying skin impairment in atopic dermatitis.
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	37552909	2023	True	0.8889	2	J Mol Graph Model	False	Ab initio and comparative 3D modeling of FAM222A-encoded protein and target-driven-based virtual screening for the identification of novel therapeutics against Alzheimer's disease.
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	33139980	2020	True	0.7647	2	Intractable Rare Dis Res	False	Reactive astrocytes express Aggregatin (FAM222A) in the brains of Alzheimer's disease and Nasu-Hakola disease.
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	33533447	2020	True	0.6923	2	Acta Chim Slov	False	Assessment of the Interaction of Aggregatin Protein with Amyloid-Beta (AI ) at the Molecular Level via In Silico Analysis.
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	31964863	2020	True	0.5425	15	Nat Commun	True	FAM222A encodes a protein which accumulates in plaques in Alzheimer's disease
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	35646686	2022	True	0.3403	44	Front Oncol	True	The Long Non-Coding RNA FAM222A-AS1 Negatively Modulates MiR-Let-7f to Promote Colorectal Cancer Progression
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	37942611	2023	True	0.3043	5	Arterioscler Thromb Vasc Biol	False	FAM222A, Part of the BET-Regulated Basal Endothelial Transcriptome, Is a Novel Determinant of Endothelial Biology and Angiogenesis.
Q5U5X8	84915	FAM222A	family with sequence similarity 222 member A	C12orf34	17694222	2007	False	1.0	1	Hamostaseologie	False	[Control of aspirin effect in chronic cardiovascular patients using two whole blood platelet function assays. PFA-100 and Multiplate].
A0A0A6YYL3	100996331	POTEB {ECO:0000312|HGNC:HGNC:33734}	POTE ankyrin domain family member B	A26B1, CT104.5, POTE-15, POTE15, POTEB2	28420514	2017	True	0.5	2	Taiwan J Obstet Gynecol	False	Detection of mosaic 15q11.1-q11.2 deletion encompassing NBEAP1 and POTEB in a fetus with diffuse lymphangiomatosis.
A0A0A6YYL3	100996331	POTEB {ECO:0000312|HGNC:HGNC:33734}	POTE ankyrin domain family member B	A26B1, CT104.5, POTE-15, POTE15, POTEB2	22116069	2012	False	0.5	2	Reprod Biomed Online	False	Array comparative genomic hybridization analysis of small supernumerary marker chromosomes in human infertility.
Q8N9W4	283685	GOLGA6L2	golgin A6 family like 2	CT105	29433929	2018	False	1.0	1	Bioorg Med Chem Lett	False	A novel peptide shows excellent anti-HIV-1 potency as a gp41 fusion inhibitor.
Q8N9W4	283685	GOLGA6L2	golgin A6 family like 2	CT105	30992493	2019	False	0.8446	7	Sci Rep	True	CteG is a Chlamydia trachomatis effector protein that associates with the Golgi complex of infected host cells
Q5TGP6	80133	MROH9	maestro heat like repeat family member 9	ARMC11, C1orf129	39919905	2025	False	0.3333	3	Ann Rheum Dis	False	Age, anticoagulants, hypertension and cardiovascular genetic traits predict cranial ischaemic complications in patients with giant cell arteritis.
Q5TGP6	80133	MROH9	maestro heat like repeat family member 9	ARMC11, C1orf129	39362697	2024	False	0.3333	3	Ann Rheum Dis	False	Age, anticoagulants, hypertension and cardiovascular genetic traits predict cranial ischaemic complications in patients with giant cell arteritis.
E9PRG8	102288414	C11orf98 {ECO:0000312|HGNC:HGNC:51238}	chromosome 11 open reading frame 98	C11orf48	28589727	2017	False	0.3452	10	Biochemistry	True	Identification of Microprotein-Protein Interactions via APEX Tagging
E9PRG8	102288414	C11orf98 {ECO:0000312|HGNC:HGNC:51238}	chromosome 11 open reading frame 98	C11orf48	37491604	2023	False	0.3333	3	Cell Res	False	Visualizing the nucleoplasmic maturation of human pre-60S ribosomal particles.
Q9H496	163590	TOR1AIP2	torsin 1A interacting protein 2	IFRG15, LULL1, NET9	26041288	2015	True	0.5333	6	J Virol	False	The Torsin Activator LULL1 Is Required for Efficient Growth of Herpes Simplex Virus 1.
Q9H496	163590	TOR1AIP2	torsin 1A interacting protein 2	IFRG15, LULL1, NET9	30042949	2018	False	0.9141	5	Front Mol Biosci	True	The Impairment of TorsinA's Binding to and Interactions With Its Activator: An Atomistic Molecular Dynamics Study of Primary Dystonia
Q9H496	163590	TOR1AIP2	torsin 1A interacting protein 2	IFRG15, LULL1, NET9	25352667	2014	False	0.4286	3	Proc Natl Acad Sci U S A	False	The mechanism of Torsin ATPase activation.
Q9H496	163590	TOR1AIP2	torsin 1A interacting protein 2	IFRG15, LULL1, NET9	27490483	2016	False	0.3382	15	Elife	True	Structures of TorsinA and its disease-mutant complexed with an activator reveal the molecular basis for primary dystonia
Q9H496	163590	TOR1AIP2	torsin 1A interacting protein 2	IFRG15, LULL1, NET9	24275647	2014	False	0.3333	4	J Biol Chem	False	Arresting a Torsin ATPase reshapes the endoplasmic reticulum.
Q8IX29	157574	FBXO16	F-box protein 16	FBX16	34333526	2021	True	0.4416	40	Cell Death Dis	True	FBXO16-mediated hnRNPL ubiquitination and degradation plays a tumor suppressor role in ovarian cancer
Q8IX29	157574	FBXO16	F-box protein 16	FBX16	30714168	2019	True	0.379	34	J Pathol	True	F-box protein FBXO16 functions as a tumor suppressor by attenuating nuclear beta-catenin function
Q8IX29	157574	FBXO16	F-box protein 16	FBX16	30530053	2019	True	0.3357	35	Neoplasia	True	Attenuation of Tumor Suppressive Function of FBXO16 Ubiquitin Ligase Activates Wnt Signaling In Glioblastoma1
Q5VXD3	148418	SAMD13	sterile alpha motif domain containing 13	DJL, HSD-41, HSD-42	37968735	2023	True	0.5474	56	Eur J Med Res	True	SAMD13 serves as a useful prognostic biomarker for hepatocellular carcinoma
Q5VXD3	148418	SAMD13	sterile alpha motif domain containing 13	DJL, HSD-41, HSD-42	29131960	2017	False	0.8	2	J Org Chem	True	Computational Insights into an Enzyme-Catalyzed [4+2] Cycloaddition
Q8N6D5	147463	ANKRD29	ankyrin repeat domain 29		37277814	2023	True	0.5282	42	Biol Direct	True	ANKRD29, as a new prognostic and immunological biomarker of non-small cell lung cancer, inhibits cell growth and migration by regulating MAPK signaling pathway
A6NEQ2	220382	FAM181B	family with sequence similarity 181 member B		31598132	2019	False	0.3077	4	Mind Brain Educ	True	Genome-Wide Association Study of Latent Cognitive Measures in Adolescence: Genetic Overlap With Intelligence and Education
B7Z1M9	100191040	C2CD4D	C2 calcium dependent domain containing 4D	FAM148D	34850664	2021	True	0.5556	4	Cell Cycle	False	ETV4 mediated lncRNA C2CD4D-AS1 overexpression contributes to the malignant phenotype of lung adenocarcinoma cells via miR-3681-3p/NEK2 axis.
Q96LP6	374470	C12orf42	chromosome 12 open reading frame 42		20659153	2010	True	0.4	4	Eur J Haematol	False	Molecular characterization of a novel chromosomal translocation t(12;14)(q23;q11.2) in T-lymphoblastic lymphoma between the T-cell receptor delta-deleting elements (TRDREC and TRAJ61) and the hypothetical gene C12orf42.
Q8IY85	124989	EFCAB13	EF-hand calcium binding domain 13	C17orf57	35047017	2022	False	0.6947	14	Front Genet	True	Contribution of Rare and Low-Frequency Variants to Multiple Sclerosis Susceptibility in the Italian Continental Population
Q96LT6	148304	C1orf74	chromosome 1 open reading frame 74	URLC4	39759315	2024	True	1.0	1	Heliyon	False	Overexpression of C1orf74 predicts poor outcome and promote cervical cancer progression.
Q96LT6	148304	C1orf74	chromosome 1 open reading frame 74	URLC4	37947608	2023	True	0.6634	28	Cells	True	Increased Gene Expression of C1orf74 Is Associated with Poor Prognosis in Cervical Cancer
Q96LT6	148304	C1orf74	chromosome 1 open reading frame 74	URLC4	36032960	2022	True	0.4671	17	PeerJ	True	C1orf74 positively regulates the EGFR/AKT/mTORC1 signaling in lung adenocarcinoma cells
Q8IWA6	160777	CCDC60	coiled-coil domain containing 60		37064086	2023	True	0.575	71	Front Oncol	True	Comprehensive analysis reveals CCDC60 as a potential biomarker correlated with prognosis and immune infiltration of head and neck squamous cell carcinoma
Q8IWA6	160777	CCDC60	coiled-coil domain containing 60		18332876	2009	False	0.5	2	Mol Psychiatry	False	A genome-wide association study in 574 schizophrenia trios using DNA pooling.
